Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-07 16:00:00,Sri Lanka,Sri Lanka,LK,317.89,396.21,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-07 17:00:00,Sri Lanka,Sri Lanka,LK,336.12,414.2,47.12,47.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-07 18:00:00,Sri Lanka,Sri Lanka,LK,352.99,430.83,45.16,45.16,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-07 19:00:00,Sri Lanka,Sri Lanka,LK,365.49,442.57,43.85,43.85,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-07 20:00:00,Sri Lanka,Sri Lanka,LK,374.46,451.71,42.74,42.74,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-07 21:00:00,Sri Lanka,Sri Lanka,LK,380.25,457.51,42.05,42.05,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-07 22:00:00,Sri Lanka,Sri Lanka,LK,378.18,455.27,42.34,42.34,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-07 23:00:00,Sri Lanka,Sri Lanka,LK,353.91,430.97,45.25,45.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 00:00:00,Sri Lanka,Sri Lanka,LK,317.77,391.95,50.25,50.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 01:00:00,Sri Lanka,Sri Lanka,LK,324.69,399.77,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 02:00:00,Sri Lanka,Sri Lanka,LK,338.29,414.88,47.32,47.32,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 03:00:00,Sri Lanka,Sri Lanka,LK,329.99,406.17,48.44,48.44,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 04:00:00,Sri Lanka,Sri Lanka,LK,332.07,409.07,48.04,48.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 05:00:00,Sri Lanka,Sri Lanka,LK,331.4,408.45,48.12,48.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 06:00:00,Sri Lanka,Sri Lanka,LK,326.78,403.36,48.78,48.78,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 07:00:00,Sri Lanka,Sri Lanka,LK,333.64,410.87,47.8,47.8,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 08:00:00,Sri Lanka,Sri Lanka,LK,334.68,412.56,47.5,47.5,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 09:00:00,Sri Lanka,Sri Lanka,LK,322.14,400.63,48.82,48.82,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 10:00:00,Sri Lanka,Sri Lanka,LK,311.94,390.87,49.89,49.89,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 11:00:00,Sri Lanka,Sri Lanka,LK,309.02,389.01,49.93,49.93,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 12:00:00,Sri Lanka,Sri Lanka,LK,304.34,384.78,50.37,50.37,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 13:00:00,Sri Lanka,Sri Lanka,LK,280.31,357.3,54.04,54.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 14:00:00,Sri Lanka,Sri Lanka,LK,286.43,363.69,53.25,53.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 15:00:00,Sri Lanka,Sri Lanka,LK,300.65,378.55,51.4,51.4,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 16:00:00,Sri Lanka,Sri Lanka,LK,317.89,396.21,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 17:00:00,Sri Lanka,Sri Lanka,LK,336.12,414.2,47.12,47.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 18:00:00,Sri Lanka,Sri Lanka,LK,352.99,430.83,45.16,45.16,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 19:00:00,Sri Lanka,Sri Lanka,LK,365.49,442.57,43.85,43.85,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 20:00:00,Sri Lanka,Sri Lanka,LK,374.46,451.71,42.74,42.74,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 21:00:00,Sri Lanka,Sri Lanka,LK,380.25,457.51,42.05,42.05,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 22:00:00,Sri Lanka,Sri Lanka,LK,378.18,455.27,42.34,42.34,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 23:00:00,Sri Lanka,Sri Lanka,LK,353.91,430.97,45.25,45.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 00:00:00,Sri Lanka,Sri Lanka,LK,317.77,391.95,50.25,50.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 01:00:00,Sri Lanka,Sri Lanka,LK,324.69,399.77,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 02:00:00,Sri Lanka,Sri Lanka,LK,338.29,414.88,47.32,47.32,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 03:00:00,Sri Lanka,Sri Lanka,LK,329.99,406.17,48.44,48.44,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 04:00:00,Sri Lanka,Sri Lanka,LK,332.07,409.07,48.04,48.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 05:00:00,Sri Lanka,Sri Lanka,LK,331.4,408.45,48.12,48.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 06:00:00,Sri Lanka,Sri Lanka,LK,326.78,403.36,48.78,48.78,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 07:00:00,Sri Lanka,Sri Lanka,LK,333.64,410.87,47.8,47.8,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 08:00:00,Sri Lanka,Sri Lanka,LK,334.68,412.56,47.5,47.5,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 09:00:00,Sri Lanka,Sri Lanka,LK,322.14,400.63,48.82,48.82,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 10:00:00,Sri Lanka,Sri Lanka,LK,311.94,390.87,49.89,49.89,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 11:00:00,Sri Lanka,Sri Lanka,LK,309.02,389.01,49.93,49.93,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 12:00:00,Sri Lanka,Sri Lanka,LK,304.34,384.78,50.37,50.37,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 13:00:00,Sri Lanka,Sri Lanka,LK,280.31,357.3,54.04,54.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 14:00:00,Sri Lanka,Sri Lanka,LK,286.43,363.69,53.25,53.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 15:00:00,Sri Lanka,Sri Lanka,LK,300.65,378.55,51.4,51.4,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 16:00:00,Sri Lanka,Sri Lanka,LK,317.89,396.21,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 17:00:00,Sri Lanka,Sri Lanka,LK,336.12,414.2,47.12,47.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 18:00:00,Sri Lanka,Sri Lanka,LK,352.99,430.83,45.16,45.16,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 19:00:00,Sri Lanka,Sri Lanka,LK,365.49,442.57,43.85,43.85,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 20:00:00,Sri Lanka,Sri Lanka,LK,374.46,451.71,42.74,42.74,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 21:00:00,Sri Lanka,Sri Lanka,LK,380.25,457.51,42.05,42.05,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 22:00:00,Sri Lanka,Sri Lanka,LK,378.18,455.27,42.34,42.34,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 23:00:00,Sri Lanka,Sri Lanka,LK,353.91,430.97,45.25,45.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 00:00:00,Sri Lanka,Sri Lanka,LK,317.77,391.95,50.25,50.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 01:00:00,Sri Lanka,Sri Lanka,LK,324.69,399.77,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 02:00:00,Sri Lanka,Sri Lanka,LK,338.29,414.88,47.32,47.32,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 03:00:00,Sri Lanka,Sri Lanka,LK,329.99,406.17,48.44,48.44,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 04:00:00,Sri Lanka,Sri Lanka,LK,332.07,409.07,48.04,48.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 05:00:00,Sri Lanka,Sri Lanka,LK,331.4,408.45,48.12,48.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 06:00:00,Sri Lanka,Sri Lanka,LK,326.78,403.36,48.78,48.78,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 07:00:00,Sri Lanka,Sri Lanka,LK,333.64,410.87,47.8,47.8,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 08:00:00,Sri Lanka,Sri Lanka,LK,334.68,412.56,47.5,47.5,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 09:00:00,Sri Lanka,Sri Lanka,LK,322.14,400.63,48.82,48.82,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 10:00:00,Sri Lanka,Sri Lanka,LK,311.94,390.87,49.89,49.89,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 11:00:00,Sri Lanka,Sri Lanka,LK,309.02,389.01,49.93,49.93,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 12:00:00,Sri Lanka,Sri Lanka,LK,304.34,384.78,50.37,50.37,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 13:00:00,Sri Lanka,Sri Lanka,LK,280.31,357.3,54.04,54.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 14:00:00,Sri Lanka,Sri Lanka,LK,286.43,363.69,53.25,53.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 15:00:00,Sri Lanka,Sri Lanka,LK,300.65,378.55,51.4,51.4,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 16:00:00,Sri Lanka,Sri Lanka,LK,317.89,396.21,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 17:00:00,Sri Lanka,Sri Lanka,LK,336.12,414.2,47.12,47.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 18:00:00,Sri Lanka,Sri Lanka,LK,352.99,430.83,45.16,45.16,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 19:00:00,Sri Lanka,Sri Lanka,LK,365.49,442.57,43.85,43.85,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 20:00:00,Sri Lanka,Sri Lanka,LK,374.46,451.71,42.74,42.74,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 21:00:00,Sri Lanka,Sri Lanka,LK,380.25,457.51,42.05,42.05,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 22:00:00,Sri Lanka,Sri Lanka,LK,378.18,455.27,42.34,42.34,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-10 23:00:00,Sri Lanka,Sri Lanka,LK,353.91,430.97,45.25,45.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 00:00:00,Sri Lanka,Sri Lanka,LK,317.77,391.95,50.25,50.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 01:00:00,Sri Lanka,Sri Lanka,LK,324.69,399.77,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 02:00:00,Sri Lanka,Sri Lanka,LK,338.29,414.88,47.32,47.32,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 03:00:00,Sri Lanka,Sri Lanka,LK,329.99,406.17,48.44,48.44,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 04:00:00,Sri Lanka,Sri Lanka,LK,332.07,409.07,48.04,48.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 05:00:00,Sri Lanka,Sri Lanka,LK,331.4,408.45,48.12,48.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 06:00:00,Sri Lanka,Sri Lanka,LK,326.78,403.36,48.78,48.78,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 07:00:00,Sri Lanka,Sri Lanka,LK,333.64,410.87,47.8,47.8,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 08:00:00,Sri Lanka,Sri Lanka,LK,334.68,412.56,47.5,47.5,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 09:00:00,Sri Lanka,Sri Lanka,LK,322.14,400.63,48.82,48.82,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 10:00:00,Sri Lanka,Sri Lanka,LK,311.94,390.87,49.89,49.89,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 11:00:00,Sri Lanka,Sri Lanka,LK,309.02,389.01,49.93,49.93,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 12:00:00,Sri Lanka,Sri Lanka,LK,304.34,384.78,50.37,50.37,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 13:00:00,Sri Lanka,Sri Lanka,LK,280.31,357.3,54.04,54.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 14:00:00,Sri Lanka,Sri Lanka,LK,286.43,363.69,53.25,53.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 15:00:00,Sri Lanka,Sri Lanka,LK,300.65,378.55,51.4,51.4,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 16:00:00,Sri Lanka,Sri Lanka,LK,317.89,396.21,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 17:00:00,Sri Lanka,Sri Lanka,LK,336.12,414.2,47.12,47.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 18:00:00,Sri Lanka,Sri Lanka,LK,352.99,430.83,45.16,45.16,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 19:00:00,Sri Lanka,Sri Lanka,LK,365.49,442.57,43.85,43.85,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 20:00:00,Sri Lanka,Sri Lanka,LK,374.46,451.71,42.74,42.74,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 21:00:00,Sri Lanka,Sri Lanka,LK,380.25,457.51,42.05,42.05,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 22:00:00,Sri Lanka,Sri Lanka,LK,378.18,455.27,42.34,42.34,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-11 23:00:00,Sri Lanka,Sri Lanka,LK,353.91,430.97,45.25,45.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 00:00:00,Sri Lanka,Sri Lanka,LK,317.77,391.95,50.25,50.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 01:00:00,Sri Lanka,Sri Lanka,LK,324.69,399.77,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 02:00:00,Sri Lanka,Sri Lanka,LK,338.29,414.88,47.32,47.32,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 03:00:00,Sri Lanka,Sri Lanka,LK,329.99,406.17,48.44,48.44,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 04:00:00,Sri Lanka,Sri Lanka,LK,332.07,409.07,48.04,48.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 05:00:00,Sri Lanka,Sri Lanka,LK,331.4,408.45,48.12,48.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 06:00:00,Sri Lanka,Sri Lanka,LK,326.78,403.36,48.78,48.78,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 07:00:00,Sri Lanka,Sri Lanka,LK,333.64,410.87,47.8,47.8,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 08:00:00,Sri Lanka,Sri Lanka,LK,334.68,412.56,47.5,47.5,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 09:00:00,Sri Lanka,Sri Lanka,LK,322.14,400.63,48.82,48.82,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 10:00:00,Sri Lanka,Sri Lanka,LK,311.94,390.87,49.89,49.89,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 11:00:00,Sri Lanka,Sri Lanka,LK,309.02,389.01,49.93,49.93,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 12:00:00,Sri Lanka,Sri Lanka,LK,304.34,384.78,50.37,50.37,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 13:00:00,Sri Lanka,Sri Lanka,LK,280.31,357.3,54.04,54.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 14:00:00,Sri Lanka,Sri Lanka,LK,286.43,363.69,53.25,53.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 15:00:00,Sri Lanka,Sri Lanka,LK,300.65,378.55,51.4,51.4,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 16:00:00,Sri Lanka,Sri Lanka,LK,317.89,396.21,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 17:00:00,Sri Lanka,Sri Lanka,LK,336.12,414.2,47.12,47.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 18:00:00,Sri Lanka,Sri Lanka,LK,352.99,430.83,45.16,45.16,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 19:00:00,Sri Lanka,Sri Lanka,LK,365.49,442.57,43.85,43.85,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 20:00:00,Sri Lanka,Sri Lanka,LK,374.46,451.71,42.74,42.74,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 21:00:00,Sri Lanka,Sri Lanka,LK,380.25,457.51,42.05,42.05,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 22:00:00,Sri Lanka,Sri Lanka,LK,378.18,455.27,42.34,42.34,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-12 23:00:00,Sri Lanka,Sri Lanka,LK,353.91,430.97,45.25,45.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 00:00:00,Sri Lanka,Sri Lanka,LK,317.77,391.95,50.25,50.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 01:00:00,Sri Lanka,Sri Lanka,LK,324.69,399.77,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 02:00:00,Sri Lanka,Sri Lanka,LK,338.29,414.88,47.32,47.32,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 03:00:00,Sri Lanka,Sri Lanka,LK,329.99,406.17,48.44,48.44,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 04:00:00,Sri Lanka,Sri Lanka,LK,332.07,409.07,48.04,48.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 05:00:00,Sri Lanka,Sri Lanka,LK,331.4,408.45,48.12,48.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 06:00:00,Sri Lanka,Sri Lanka,LK,326.78,403.36,48.78,48.78,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 07:00:00,Sri Lanka,Sri Lanka,LK,333.64,410.87,47.8,47.8,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 08:00:00,Sri Lanka,Sri Lanka,LK,334.68,412.56,47.5,47.5,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 09:00:00,Sri Lanka,Sri Lanka,LK,322.14,400.63,48.82,48.82,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 10:00:00,Sri Lanka,Sri Lanka,LK,311.94,390.87,49.89,49.89,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 11:00:00,Sri Lanka,Sri Lanka,LK,309.02,389.01,49.93,49.93,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 12:00:00,Sri Lanka,Sri Lanka,LK,304.34,384.78,50.37,50.37,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 13:00:00,Sri Lanka,Sri Lanka,LK,280.31,357.3,54.04,54.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 14:00:00,Sri Lanka,Sri Lanka,LK,286.43,363.69,53.25,53.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 15:00:00,Sri Lanka,Sri Lanka,LK,300.65,378.55,51.4,51.4,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 16:00:00,Sri Lanka,Sri Lanka,LK,317.89,396.21,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 17:00:00,Sri Lanka,Sri Lanka,LK,336.12,414.2,47.12,47.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 18:00:00,Sri Lanka,Sri Lanka,LK,352.99,430.83,45.16,45.16,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 19:00:00,Sri Lanka,Sri Lanka,LK,365.49,442.57,43.85,43.85,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 20:00:00,Sri Lanka,Sri Lanka,LK,374.46,451.71,42.74,42.74,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 21:00:00,Sri Lanka,Sri Lanka,LK,380.25,457.51,42.05,42.05,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 22:00:00,Sri Lanka,Sri Lanka,LK,378.18,455.27,42.34,42.34,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-13 23:00:00,Sri Lanka,Sri Lanka,LK,353.91,430.97,45.25,45.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-14 00:00:00,Sri Lanka,Sri Lanka,LK,317.77,391.95,50.25,50.25,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-14 01:00:00,Sri Lanka,Sri Lanka,LK,324.69,399.77,49.24,49.24,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-14 02:00:00,Sri Lanka,Sri Lanka,LK,338.29,414.88,47.32,47.32,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-14 03:00:00,Sri Lanka,Sri Lanka,LK,329.99,406.17,48.44,48.44,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-14 04:00:00,Sri Lanka,Sri Lanka,LK,332.07,409.07,48.04,48.04,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-14 05:00:00,Sri Lanka,Sri Lanka,LK,331.4,408.45,48.12,48.12,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-14 06:00:00,Sri Lanka,Sri Lanka,LK,326.78,403.36,48.78,48.78,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-14 07:00:00,Sri Lanka,Sri Lanka,LK,333.64,410.87,47.8,47.8,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-14 08:00:00,Sri Lanka,Sri Lanka,LK,334.68,412.56,47.5,47.5,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
